,timeDerrotado
91173,"[30, 43, 57, 60, 73]"
91174,"[5, 1, 25, 75, 51]"
91175,"[8, 11, 12, 14, 31]"
91176,"[49, 26, 7, 36, 21]"
91177,"[35, 86, 50, 97, 11]"
91178,"[19, 97, 7, 110, 68]"
91179,"[1, 112, 21, 59, 73]"
91180,"[72, 110, 50, 8, 11]"
91181,"[88, 50, 8, 107, 9]"
91182,"[48, 60, 30, 7, 11]"
91183,"[21, 17, 73, 77, 68]"
91184,"[38, 97, 44, 35, 50]"
91185,"[49, 112, 8, 26, 55]"
91186,"[47, 44, 100, 26, 35]"
91187,"[1, 9, 36, 40, 25]"
91188,"[59, 30, 20, 18, 95]"
91189,"[67, 104, 5, 11, 60]"
91190,"[74, 62, 28, 47, 43]"
91191,"[57, 104, 61, 14, 7]"
91192,"[3, 39, 10, 53, 21]"
91193,"[7, 21, 8, 19, 27]"
91194,"[97, 86, 11, 106, 14]"
91195,"[9, 103, 72, 7, 39]"
91196,"[68, 93, 11, 75, 28]"
91197,"[33, 46, 112, 88, 72]"
91198,"[85, 57, 44, 39, 28]"
91199,"[5, 11, 99, 62, 100]"
91200,"[106, 85, 5, 31, 39]"
91201,"[39, 22, 8, 74, 90]"
91202,"[4, 11, 40, 88, 2]"
91203,"[60, 89, 5, 106, 1]"
91204,"[92, 100, 7, 28, 106]"
91205,"[6, 97, 57, 112, 42]"
91206,"[99, 76, 19, 100, 50]"
91207,"[68, 42, 46, 26, 69]"
91208,"[65, 41, 39, 78, 31]"
91209,"[76, 78, 106, 30, 21]"
91210,"[84, 30, 21, 25, 96]"
91211,"[44, 112, 62, 39, 29]"
91212,"[71, 11, 55, 106, 50]"
91213,"[22, 66, 72, 23, 30]"
91214,"[57, 39, 18, 84, 68]"
91215,"[12, 40, 15, 25, 57]"
91216,"[100, 53, 87, 73, 21]"
91217,"[73, 8, 69, 44, 27]"
91218,"[19, 11, 102, 63, 86]"
91219,"[86, 93, 50, 38, 21]"
91220,"[7, 11, 75, 67, 73]"
91221,"[63, 36, 86, 4, 69]"
91222,"[86, 6, 28, 11, 67]"
91223,"[26, 73, 8, 30, 72]"
91224,"[85, 82, 8, 104, 50]"
91225,"[44, 9, 99, 26, 31]"
91226,"[72, 76, 20, 33, 110]"
91227,"[28, 9, 39, 72, 100]"
91228,"[19, 60, 53, 11, 51]"
91229,"[39, 67, 22, 58, 85]"
91230,"[80, 60, 50, 39, 42]"
91231,"[93, 11, 21, 25, 100]"
91232,"[26, 104, 17, 43, 73]"
91233,"[21, 84, 104, 57, 8]"
91234,"[87, 74, 16, 19, 35]"
91235,"[21, 84, 99, 68, 67]"
91236,"[73, 112, 40, 28, 72]"
91237,"[11, 10, 106, 27, 16]"
91238,"[2, 7, 68, 72, 74]"
91239,"[11, 112, 51, 7, 106]"
91240,"[47, 28, 85, 100, 72]"
91241,"[25, 14, 62, 63, 54]"
91242,"[62, 74, 48, 7, 70]"
91243,"[93, 30, 21, 3, 72]"
91244,"[68, 75, 93, 25, 72]"
91245,"[14, 73, 74, 19, 62]"
91246,"[110, 112, 41, 32, 49]"
91247,"[35, 95, 16, 11, 21]"
91248,"[9, 48, 30, 28, 46]"
91249,"[31, 42, 21, 9, 68]"
91250,"[61, 101, 62, 57, 6]"
91251,"[44, 19, 68, 39, 75]"
91252,"[46, 39, 28, 62, 32]"
91253,"[93, 75, 21, 26, 19]"
91254,"[75, 44, 85, 2, 68]"
91255,"[77, 11, 85, 81, 7]"
91256,"[107, 104, 87, 74, 1]"
91257,"[22, 54, 75, 63, 30]"
91258,"[97, 67, 8, 21, 85]"
91259,"[98, 88, 46, 81, 22]"
91260,"[88, 62, 112, 39, 8]"
91261,"[71, 39, 74, 57, 1]"
91262,"[2, 100, 68, 11, 7]"
91263,"[59, 47, 112, 57, 93]"
91264,"[3, 8, 112, 104, 102]"
91265,"[11, 107, 28, 8, 25]"
91266,"[32, 41, 7, 21, 62]"
91267,"[62, 20, 7, 106, 47]"
91268,"[72, 106, 25, 55, 42]"
91269,"[47, 68, 51, 112, 73]"
91270,"[21, 67, 32, 102, 84]"
91271,"[68, 11, 50, 72, 100]"
91272,"[85, 21, 74, 28, 42]"
91273,"[106, 42, 33, 11, 7]"
91274,"[28, 5, 68, 25, 56]"
91275,"[100, 72, 32, 7, 73]"
91276,"[28, 46, 86, 62, 106]"
91277,"[40, 74, 11, 57, 106]"
91278,"[50, 102, 19, 59, 112]"
91279,"[68, 2, 12, 40, 75]"
91280,"[106, 31, 82, 98, 112]"
91281,"[54, 106, 35, 62, 11]"
91282,"[112, 46, 1, 2, 69]"
91283,"[21, 22, 75, 2, 14]"
91284,"[106, 17, 100, 102, 112]"
91285,"[21, 1, 39, 26, 5]"
91286,"[1, 106, 2, 85, 56]"
91287,"[85, 25, 9, 21, 89]"
91288,"[100, 7, 81, 74, 5]"
91289,"[1, 2, 73, 27, 36]"
91290,"[89, 75, 39, 73, 79]"
91291,"[72, 112, 104, 74, 62]"
91292,"[36, 1, 104, 14, 21]"
91293,"[2, 30, 22, 21, 4]"
91294,"[56, 41, 90, 14, 74]"
91295,"[23, 15, 44, 5, 31]"
91296,"[1, 74, 7, 25, 102]"
91297,"[44, 6, 11, 79, 93]"
91298,"[97, 73, 74, 33, 64]"
91299,"[11, 44, 91, 3, 74]"
91300,"[100, 69, 21, 30, 46]"
91301,"[23, 65, 99, 52, 74]"
91302,"[70, 50, 97, 112, 74]"
91303,"[21, 72, 62, 25, 30]"
91304,"[32, 53, 39, 76, 31]"
91305,"[99, 40, 1, 22, 14]"
91306,"[74, 72, 31, 11, 1]"
91307,"[39, 50, 7, 106, 104]"
91308,"[5, 60, 11, 8, 102]"
91309,"[1, 74, 7, 91, 19]"
91310,"[44, 25, 88, 73, 36]"
91311,"[17, 73, 22, 71, 102]"
91312,"[50, 8, 68, 11, 38]"
91313,"[69, 97, 7, 46, 8]"
91314,"[72, 99, 64, 93, 34]"
91315,"[99, 25, 7, 12, 29]"
91316,"[6, 13, 111, 35, 71]"
91317,"[70, 47, 3, 23, 74]"
91318,"[41, 33, 4, 59, 39]"
91319,"[56, 93, 17, 5, 6]"
91320,"[63, 112, 11, 12, 55]"
91321,"[8, 73, 112, 28, 9]"
91322,"[32, 33, 104, 102, 21]"
91323,"[39, 9, 26, 11, 4]"
91324,"[82, 30, 11, 37, 9]"
91325,"[79, 9, 11, 59, 55]"
91326,"[74, 7, 44, 75, 55]"
91327,"[28, 74, 50, 106, 9]"
91328,"[21, 46, 4, 7, 96]"
91329,"[26, 44, 13, 9, 74]"
91330,"[73, 68, 72, 2, 28]"
91331,"[89, 3, 72, 100, 85]"
91332,"[81, 104, 107, 35, 68]"
91333,"[100, 19, 29, 3, 106]"
91334,"[3, 88, 99, 15, 32]"
91335,"[97, 8, 55, 86, 41]"
91336,"[6, 75, 2, 9, 5]"
91337,"[93, 7, 3, 100, 46]"
91338,"[51, 38, 75, 11, 6]"
91339,"[33, 86, 35, 72, 10]"
91340,"[8, 100, 11, 37, 23]"
91341,"[55, 69, 56, 112, 21]"
91342,"[50, 106, 104, 8, 25]"
91343,"[85, 1, 18, 36, 26]"
91344,"[10, 85, 69, 31, 46]"
91345,"[14, 7, 96, 84, 42]"
91346,"[80, 53, 14, 22, 9]"
91347,"[42, 7, 97, 39, 40]"
91348,"[51, 43, 9, 70, 67]"
91349,"[75, 21, 84, 67, 20]"
91350,"[8, 69, 101, 31, 9]"
91351,"[36, 11, 55, 87, 54]"
91352,"[100, 21, 28, 2, 12]"
91353,"[51, 100, 87, 34, 93]"
91354,"[75, 31, 11, 23, 12]"
91355,"[61, 37, 11, 112, 44]"
91356,"[49, 99, 11, 112, 10]"
91357,"[21, 62, 11, 86, 8]"
91358,"[55, 106, 112, 92, 86]"
91359,"[14, 74, 9, 19, 53]"
91360,"[14, 85, 44, 7, 55]"
91361,"[62, 110, 50, 48, 106]"
91362,"[100, 50, 74, 8, 25]"
91363,"[6, 87, 73, 49, 62]"
91364,"[28, 55, 94, 106, 5]"
91365,"[35, 98, 86, 39, 71]"
91366,"[17, 107, 86, 44, 5]"
91367,"[100, 62, 11, 73, 75]"
91368,"[105, 70, 106, 97, 31]"
91369,"[32, 51, 67, 8, 43]"
91370,"[50, 22, 42, 84, 70]"
91371,"[50, 1, 59, 104, 2]"
91372,"[94, 104, 6, 62, 73]"
91373,"[44, 85, 25, 51, 106]"
91374,"[112, 50, 99, 73, 32]"
91375,"[27, 21, 64, 67, 74]"
91376,"[17, 57, 93, 2, 21]"
91377,"[100, 11, 31, 89, 28]"
91378,"[73, 25, 18, 3, 100]"
91379,"[47, 7, 84, 33, 19]"
91380,"[85, 21, 75, 8, 19]"
91381,"[21, 11, 100, 60, 71]"
91382,"[66, 73, 72, 93, 110]"
91383,"[11, 26, 97, 67, 68]"
91384,"[36, 95, 72, 11, 64]"
91385,"[91, 21, 96, 8, 25]"
91386,"[73, 86, 9, 11, 21]"
91387,"[51, 7, 50, 59, 19]"
91388,"[6, 22, 21, 92, 86]"
91389,"[69, 12, 9, 39, 35]"
91390,"[106, 26, 72, 75, 41]"
91391,"[86, 72, 84, 12, 21]"
91392,"[50, 86, 56, 59, 100]"
91393,"[51, 1, 79, 91, 21]"
91394,"[85, 26, 44, 2, 14]"
91395,"[100, 55, 72, 3, 74]"
91396,"[94, 75, 28, 44, 14]"
91397,"[8, 35, 41, 102, 21]"
91398,"[60, 56, 14, 6, 68]"
91399,"[86, 70, 63, 100, 73]"
91400,"[54, 14, 27, 21, 74]"
91401,"[4, 75, 31, 29, 14]"
91402,"[39, 110, 104, 25, 19]"
91403,"[86, 44, 50, 74, 30]"
91404,"[100, 103, 8, 105, 80]"
91405,"[1, 9, 69, 46, 82]"
91406,"[74, 9, 3, 98, 44]"
91407,"[4, 2, 85, 77, 87]"
91408,"[54, 9, 39, 7, 91]"
91409,"[1, 11, 28, 38, 68]"
91410,"[67, 40, 19, 35, 102]"
91411,"[89, 85, 94, 37, 11]"
91412,"[39, 32, 8, 112, 51]"
91413,"[19, 51, 100, 105, 74]"
91414,"[30, 21, 70, 100, 88]"
91415,"[17, 6, 41, 20, 57]"
91416,"[6, 112, 62, 2, 39]"
91417,"[95, 86, 39, 35, 2]"
91418,"[73, 3, 100, 44, 51]"
91419,"[28, 9, 20, 11, 32]"
91420,"[106, 46, 112, 19, 57]"
91421,"[19, 44, 91, 15, 42]"
91422,"[107, 23, 21, 64, 9]"
91423,"[69, 86, 1, 50, 39]"
91424,"[85, 14, 21, 12, 44]"
91425,"[97, 93, 64, 68, 106]"
91426,"[74, 11, 67, 25, 16]"
91427,"[112, 39, 13, 28, 26]"
91428,"[1, 32, 86, 39, 83]"
91429,"[6, 11, 16, 36, 72]"
91430,"[26, 69, 35, 85, 102]"
91431,"[56, 34, 102, 100, 106]"
91432,"[59, 1, 63, 30, 28]"
91433,"[50, 39, 82, 48, 51]"
91434,"[35, 110, 92, 40, 104]"
91435,"[98, 6, 14, 41, 30]"
91436,"[16, 25, 1, 6, 71]"
91437,"[74, 85, 70, 12, 56]"
91438,"[62, 8, 50, 21, 12]"
91439,"[47, 7, 44, 106, 50]"
91440,"[112, 1, 21, 8, 50]"
91441,"[72, 28, 86, 39, 6]"
91442,"[69, 100, 7, 56, 21]"
91443,"[67, 6, 28, 50, 21]"
91444,"[73, 29, 67, 57, 47]"
91445,"[93, 68, 29, 35, 112]"
91446,"[86, 21, 44, 74, 65]"
91447,"[4, 2, 22, 49, 21]"
91448,"[68, 93, 96, 32, 35]"
91449,"[75, 55, 106, 59, 14]"
91450,"[42, 57, 62, 9, 74]"
91451,"[60, 39, 85, 41, 50]"
91452,"[39, 5, 102, 19, 8]"
91453,"[25, 5, 73, 1, 71]"
91454,"[37, 13, 19, 29, 23]"
91455,"[112, 75, 8, 7, 21]"
91456,"[25, 21, 74, 11, 100]"
91457,"[26, 1, 110, 59, 69]"
91458,"[73, 47, 26, 106, 20]"
91459,"[28, 87, 35, 71, 68]"
91460,"[15, 5, 75, 39, 19]"
91461,"[107, 100, 72, 22, 112]"
91462,"[62, 11, 87, 44, 100]"
91463,"[6, 12, 39, 111, 31]"
91464,"[106, 22, 63, 95, 11]"
91465,"[88, 4, 51, 101, 1]"
91466,"[84, 42, 73, 72, 5]"
91467,"[71, 100, 39, 57, 104]"
91468,"[11, 64, 8, 59, 50]"
91469,"[8, 73, 4, 75, 26]"
91470,"[42, 86, 84, 96, 73]"
91471,"[52, 1, 37, 30, 63]"
91472,"[33, 14, 41, 81, 74]"
91473,"[7, 18, 34, 12, 55]"
91474,"[87, 100, 8, 14, 11]"
91475,"[8, 69, 4, 75, 25]"
91476,"[21, 3, 25, 1, 54]"
91477,"[41, 101, 28, 34, 112]"
91478,"[86, 36, 104, 69, 19]"
91479,"[9, 21, 72, 74, 5]"
91480,"[73, 68, 6, 86, 7]"
91481,"[72, 36, 69, 20, 11]"
91482,"[80, 12, 73, 104, 22]"
91483,"[50, 59, 27, 100, 44]"
91484,"[11, 99, 100, 110, 14]"
91485,"[75, 67, 11, 28, 68]"
91486,"[71, 27, 93, 23, 72]"
91487,"[39, 67, 68, 31, 59]"
91488,"[73, 60, 110, 72, 28]"
91489,"[111, 54, 36, 22, 96]"
91490,"[26, 106, 98, 81, 87]"
91491,"[1, 87, 26, 73, 89]"
91492,"[91, 39, 28, 19, 35]"
91493,"[26, 69, 67, 97, 39]"
91494,"[87, 15, 69, 35, 97]"
91495,"[96, 9, 79, 67, 21]"
91496,"[74, 16, 111, 2, 44]"
91497,"[26, 97, 78, 50, 67]"
91498,"[50, 100, 29, 44, 106]"
91499,"[57, 34, 19, 93, 44]"
91500,"[106, 74, 21, 16, 101]"
91501,"[11, 32, 100, 8, 27]"
91502,"[36, 91, 1, 81, 11]"
91503,"[21, 100, 97, 26, 106]"
91504,"[58, 44, 14, 98, 2]"
91505,"[18, 40, 64, 74, 88]"
91506,"[107, 111, 80, 16, 43]"
91507,"[68, 20, 1, 11, 86]"
91508,"[100, 73, 72, 7, 104]"
91509,"[8, 11, 61, 112, 75]"
91510,"[30, 21, 1, 19, 34]"
91511,"[21, 28, 110, 81, 77]"
91512,"[93, 46, 112, 32, 99]"
91513,"[32, 11, 69, 68, 21]"
91514,"[28, 46, 5, 36, 106]"
91515,"[97, 106, 112, 100, 20]"
91516,"[74, 86, 77, 88, 9]"
91517,"[7, 41, 74, 71, 50]"
91518,"[7, 28, 11, 100, 27]"
91519,"[16, 44, 19, 31, 28]"
91520,"[106, 28, 2, 5, 104]"
91521,"[79, 14, 106, 36, 28]"
91522,"[59, 41, 2, 42, 32]"
91523,"[7, 54, 32, 39, 100]"
91524,"[106, 85, 8, 35, 14]"
91525,"[112, 19, 13, 30, 52]"
91526,"[44, 68, 40, 16, 11]"
91527,"[104, 32, 78, 71, 63]"
91528,"[56, 50, 32, 106, 11]"
91529,"[21, 40, 48, 74, 7]"
91530,"[22, 73, 16, 104, 50]"
91531,"[2, 59, 18, 68, 51]"
91532,"[23, 32, 25, 93, 11]"
91533,"[21, 44, 68, 71, 86]"
91534,"[30, 12, 22, 44, 62]"
91535,"[98, 1, 46, 28, 62]"
91536,"[73, 85, 64, 97, 72]"
91537,"[59, 71, 86, 73, 100]"
91538,"[41, 86, 82, 69, 87]"
91539,"[19, 85, 27, 40, 73]"
91540,"[74, 7, 9, 21, 106]"
91541,"[82, 60, 37, 39, 26]"
91542,"[36, 69, 97, 12, 74]"
91543,"[22, 42, 107, 74, 97]"
91544,"[6, 21, 39, 104, 36]"
91545,"[11, 100, 85, 25, 104]"
91546,"[98, 8, 46, 55, 62]"
91547,"[86, 36, 87, 21, 104]"
91548,"[25, 28, 93, 68, 100]"
91549,"[49, 46, 96, 31, 1]"
91550,"[14, 100, 28, 88, 11]"
91551,"[1, 40, 26, 42, 22]"
91552,"[55, 110, 73, 67, 64]"
91553,"[21, 75, 25, 60, 1]"
91554,"[23, 73, 10, 88, 30]"
91555,"[74, 100, 31, 50, 106]"
91556,"[59, 98, 83, 21, 75]"
91557,"[5, 14, 74, 18, 106]"
91558,"[59, 50, 41, 71, 46]"
91559,"[22, 50, 21, 57, 73]"
91560,"[65, 106, 19, 21, 9]"
91561,"[75, 74, 71, 44, 68]"
91562,"[47, 37, 23, 31, 59]"
91563,"[12, 55, 101, 14, 112]"
91564,"[106, 104, 73, 30, 22]"
91565,"[91, 109, 85, 87, 44]"
91566,"[74, 68, 71, 55, 93]"
91567,"[19, 88, 8, 112, 33]"
91568,"[47, 112, 67, 69, 101]"
91569,"[90, 11, 21, 103, 28]"
91570,"[5, 1, 21, 101, 46]"
91571,"[21, 57, 39, 87, 67]"
91572,"[47, 26, 50, 15, 11]"
91573,"[11, 28, 25, 32, 68]"
91574,"[30, 90, 14, 1, 97]"
91575,"[21, 14, 11, 8, 84]"
91576,"[7, 106, 1, 50, 14]"
91577,"[73, 11, 71, 100, 102]"
91578,"[46, 81, 35, 14, 93]"
91579,"[50, 26, 1, 60, 56]"
91580,"[22, 21, 76, 50, 51]"
91581,"[100, 37, 34, 62, 69]"
91582,"[112, 7, 8, 25, 56]"
91583,"[19, 75, 34, 57, 18]"
91584,"[39, 32, 112, 104, 106]"
91585,"[98, 79, 44, 37, 39]"
91586,"[68, 86, 7, 22, 19]"
91587,"[66, 59, 9, 69, 19]"
91588,"[53, 1, 75, 86, 98]"
91589,"[50, 100, 74, 106, 21]"
91590,"[68, 11, 48, 74, 70]"
91591,"[74, 72, 9, 107, 71]"
91592,"[21, 7, 96, 37, 100]"
91593,"[8, 16, 11, 9, 22]"
91594,"[74, 60, 62, 42, 9]"
91595,"[26, 104, 1, 106, 82]"
91596,"[32, 50, 98, 1, 75]"
91597,"[106, 58, 5, 75, 67]"
91598,"[47, 69, 3, 1, 75]"
91599,"[43, 16, 98, 5, 1]"
91600,"[88, 40, 39, 73, 86]"
91601,"[67, 55, 22, 71, 37]"
91602,"[11, 67, 50, 102, 2]"
91603,"[69, 100, 5, 106, 54]"
91604,"[9, 7, 67, 25, 68]"
91605,"[44, 87, 93, 68, 14]"
91606,"[100, 20, 44, 11, 112]"
91607,"[102, 11, 25, 8, 75]"
91608,"[82, 9, 28, 74, 7]"
91609,"[68, 12, 104, 86, 11]"
91610,"[13, 16, 51, 101, 93]"
91611,"[59, 106, 86, 36, 78]"
91612,"[9, 90, 81, 110, 106]"
91613,"[2, 112, 74, 93, 27]"
91614,"[28, 84, 1, 26, 39]"
91615,"[13, 58, 26, 93, 7]"
91616,"[75, 100, 112, 95, 39]"
91617,"[9, 100, 11, 54, 101]"
91618,"[34, 73, 32, 99, 11]"
91619,"[30, 100, 93, 98, 8]"
91620,"[98, 71, 19, 21, 75]"
91621,"[14, 93, 37, 74, 68]"
91622,"[71, 2, 21, 100, 68]"
91623,"[106, 69, 47, 111, 39]"
91624,"[14, 68, 75, 69, 104]"
91625,"[69, 22, 84, 9, 7]"
91626,"[11, 7, 8, 112, 69]"
91627,"[1, 60, 62, 74, 7]"
91628,"[96, 31, 70, 19, 21]"
91629,"[14, 28, 46, 93, 50]"
91630,"[104, 62, 21, 69, 9]"
91631,"[67, 74, 21, 14, 57]"
91632,"[11, 86, 8, 74, 85]"
91633,"[77, 106, 81, 96, 45]"
91634,"[21, 28, 100, 42, 75]"
91635,"[56, 100, 74, 44, 4]"
91636,"[69, 42, 7, 25, 74]"
91637,"[89, 18, 81, 52, 50]"
91638,"[73, 11, 68, 51, 27]"
91639,"[8, 46, 20, 47, 34]"
91640,"[32, 73, 21, 30, 93]"
91641,"[74, 54, 64, 1, 2]"
91642,"[86, 71, 81, 111, 73]"
91643,"[91, 18, 21, 7, 61]"
91644,"[8, 71, 26, 62, 21]"
91645,"[46, 82, 112, 62, 100]"
91646,"[30, 36, 104, 73, 56]"
91647,"[7, 11, 36, 44, 100]"
91648,"[60, 69, 46, 31, 19]"
91649,"[75, 11, 28, 94, 62]"
91650,"[68, 21, 109, 28, 34]"
91651,"[11, 99, 8, 100, 56]"
91652,"[104, 21, 5, 20, 28]"
91653,"[8, 21, 26, 85, 112]"
91654,"[72, 50, 32, 61, 11]"
91655,"[8, 100, 102, 86, 11]"
91656,"[21, 83, 1, 5, 72]"
91657,"[25, 4, 97, 71, 54]"
91658,"[17, 81, 48, 1, 16]"
91659,"[46, 7, 106, 50, 107]"
91660,"[39, 1, 85, 74, 68]"
91661,"[21, 85, 112, 56, 95]"
91662,"[32, 104, 11, 7, 62]"
91663,"[27, 51, 106, 59, 50]"
91664,"[25, 102, 59, 93, 97]"
91665,"[84, 14, 98, 39, 72]"
91666,"[7, 100, 106, 39, 87]"
91667,"[2, 62, 73, 37, 95]"
91668,"[7, 62, 98, 74, 8]"
91669,"[21, 67, 100, 19, 7]"
91670,"[58, 50, 59, 8, 49]"
91671,"[30, 34, 11, 104, 22]"
91672,"[74, 8, 59, 102, 100]"
91673,"[74, 6, 110, 95, 75]"
91674,"[44, 17, 9, 28, 59]"
91675,"[69, 100, 87, 110, 73]"
91676,"[8, 28, 5, 11, 21]"
91677,"[112, 21, 106, 14, 19]"
91678,"[19, 64, 8, 69, 21]"
91679,"[62, 97, 19, 7, 100]"
91680,"[11, 70, 36, 93, 18]"
91681,"[28, 50, 74, 8, 75]"
91682,"[100, 28, 72, 21, 57]"
91683,"[30, 62, 102, 25, 21]"
91684,"[8, 5, 107, 74, 104]"
91685,"[50, 62, 69, 82, 59]"
91686,"[36, 5, 71, 89, 28]"
91687,"[81, 79, 74, 53, 22]"
91688,"[39, 101, 7, 8, 47]"
91689,"[104, 19, 39, 26, 28]"
91690,"[44, 19, 16, 63, 28]"
91691,"[4, 75, 57, 72, 8]"
91692,"[60, 21, 69, 30, 39]"
91693,"[66, 102, 32, 8, 13]"
91694,"[107, 81, 86, 9, 93]"
91695,"[19, 39, 75, 85, 62]"
91696,"[86, 46, 62, 8, 28]"
91697,"[42, 36, 11, 86, 93]"
91698,"[21, 30, 11, 44, 56]"
91699,"[17, 112, 35, 38, 100]"
91700,"[1, 105, 7, 39, 31]"
91701,"[109, 54, 59, 50, 9]"
91702,"[81, 99, 26, 11, 8]"
91703,"[63, 1, 70, 17, 26]"
91704,"[8, 4, 86, 69, 21]"
91705,"[18, 20, 39, 8, 75]"
91706,"[37, 28, 19, 106, 90]"
91707,"[86, 93, 11, 68, 106]"
91708,"[5, 99, 14, 93, 7]"
91709,"[7, 112, 5, 2, 59]"
91710,"[11, 7, 36, 1, 112]"
91711,"[21, 85, 4, 17, 98]"
91712,"[21, 37, 110, 48, 49]"
91713,"[73, 53, 110, 1, 2]"
91714,"[106, 27, 11, 100, 16]"
91715,"[71, 19, 72, 27, 9]"
91716,"[106, 25, 71, 21, 112]"
91717,"[62, 106, 112, 21, 29]"
91718,"[68, 84, 46, 73, 14]"
91719,"[63, 21, 25, 112, 100]"
91720,"[87, 80, 72, 39, 5]"
91721,"[112, 44, 50, 72, 18]"
91722,"[73, 28, 74, 106, 101]"
91723,"[21, 67, 48, 54, 2]"
91724,"[102, 19, 39, 79, 7]"
91725,"[53, 5, 27, 67, 71]"
91726,"[35, 56, 11, 71, 86]"
91727,"[7, 52, 95, 5, 46]"
91728,"[100, 14, 97, 57, 11]"
91729,"[61, 112, 8, 39, 70]"
91730,"[11, 78, 56, 10, 75]"
91731,"[42, 28, 31, 47, 7]"
91732,"[5, 53, 14, 4, 104]"
91733,"[91, 105, 100, 106, 68]"
91734,"[41, 7, 28, 87, 21]"
91735,"[41, 7, 3, 46, 11]"
91736,"[72, 21, 74, 60, 16]"
91737,"[46, 61, 69, 100, 44]"
91738,"[13, 11, 16, 47, 112]"
91739,"[7, 44, 55, 79, 36]"
91740,"[1, 11, 75, 7, 56]"
91741,"[11, 54, 7, 55, 112]"
91742,"[62, 7, 8, 39, 104]"
91743,"[42, 2, 57, 100, 75]"
91744,"[50, 34, 28, 21, 73]"
91745,"[39, 106, 100, 26, 28]"
91746,"[22, 32, 8, 21, 112]"
91747,"[18, 47, 75, 21, 2]"
91748,"[5, 69, 8, 97, 58]"
91749,"[50, 28, 11, 106, 60]"
91750,"[92, 11, 86, 36, 12]"
91751,"[106, 5, 11, 9, 12]"
91752,"[100, 11, 26, 99, 46]"
91753,"[7, 22, 25, 82, 1]"
91754,"[8, 9, 14, 112, 4]"
91755,"[40, 52, 71, 85, 99]"
91756,"[21, 65, 102, 36, 11]"
91757,"[94, 100, 15, 71, 11]"
91758,"[2, 73, 28, 50, 1]"
91759,"[55, 76, 9, 8, 30]"
91760,"[35, 74, 106, 57, 36]"
91761,"[34, 40, 16, 1, 44]"
91762,"[22, 1, 77, 26, 37]"
91763,"[14, 11, 71, 26, 54]"
91764,"[112, 19, 73, 100, 101]"
91765,"[27, 21, 32, 111, 72]"
91766,"[5, 100, 85, 39, 73]"
91767,"[37, 42, 106, 99, 90]"
91768,"[56, 102, 21, 7, 22]"
91769,"[28, 106, 14, 11, 112]"
91770,"[11, 15, 33, 55, 32]"
91771,"[106, 11, 107, 35, 20]"
91772,"[14, 42, 82, 7, 4]"
91773,"[19, 74, 86, 59, 28]"
91774,"[39, 19, 57, 86, 67]"
91775,"[25, 58, 44, 46, 7]"
91776,"[50, 21, 8, 7, 47]"
91777,"[47, 28, 86, 98, 39]"
91778,"[74, 39, 71, 67, 102]"
91779,"[104, 7, 14, 68, 73]"
91780,"[67, 112, 74, 53, 33]"
91781,"[46, 3, 73, 99, 19]"
91782,"[27, 85, 100, 21, 60]"
91783,"[104, 39, 84, 106, 31]"
91784,"[21, 50, 28, 67, 64]"
91785,"[75, 21, 11, 69, 28]"
91786,"[42, 75, 50, 14, 28]"
91787,"[69, 8, 5, 38, 21]"
91788,"[14, 110, 4, 39, 74]"
91789,"[106, 50, 104, 46, 14]"
91790,"[90, 18, 57, 14, 100]"
91791,"[11, 82, 8, 53, 57]"
91792,"[110, 36, 67, 98, 74]"
91793,"[73, 32, 7, 1, 28]"
91794,"[7, 12, 59, 50, 97]"
91795,"[86, 15, 99, 93, 25]"
91796,"[75, 8, 78, 74, 11]"
91797,"[8, 35, 4, 70, 64]"
91798,"[18, 55, 104, 83, 74]"
91799,"[2, 33, 74, 35, 44]"
91800,"[95, 31, 64, 32, 73]"
91801,"[7, 28, 101, 39, 63]"
91802,"[19, 72, 37, 69, 86]"
91803,"[69, 50, 6, 35, 51]"
91804,"[11, 112, 62, 6, 35]"
91805,"[92, 50, 28, 94, 21]"
91806,"[88, 64, 1, 21, 36]"
91807,"[53, 11, 100, 28, 93]"
91808,"[30, 100, 10, 5, 39]"
91809,"[6, 10, 14, 17, 76]"
91810,"[91, 11, 72, 28, 62]"
91811,"[98, 68, 27, 19, 11]"
91812,"[39, 99, 109, 68, 32]"
91813,"[92, 110, 8, 2, 30]"
91814,"[4, 112, 99, 47, 85]"
91815,"[17, 50, 70, 71, 42]"
91816,"[39, 28, 106, 10, 55]"
91817,"[84, 44, 10, 11, 5]"
91818,"[51, 31, 53, 67, 97]"
91819,"[93, 11, 51, 36, 112]"
91820,"[93, 73, 26, 74, 7]"
91821,"[18, 11, 51, 75, 107]"
91822,"[74, 69, 2, 68, 63]"
91823,"[50, 104, 112, 41, 74]"
91824,"[100, 93, 57, 26, 1]"
91825,"[37, 17, 67, 4, 7]"
91826,"[7, 44, 26, 25, 87]"
91827,"[22, 3, 72, 84, 86]"
91828,"[46, 97, 52, 107, 18]"
91829,"[39, 7, 63, 18, 57]"
91830,"[12, 74, 53, 73, 6]"
91831,"[64, 60, 42, 11, 1]"
91832,"[100, 8, 58, 69, 32]"
91833,"[28, 68, 46, 85, 39]"
91834,"[39, 68, 60, 8, 91]"
91835,"[25, 16, 95, 32, 39]"
91836,"[106, 16, 6, 87, 85]"
91837,"[53, 1, 11, 103, 55]"
91838,"[86, 20, 14, 102, 70]"
